job_title_short,job_title,job_location,job_via,job_schedule_type,job_work_from_home,search_location,job_posted_date,job_no_degree_mention,job_health_insurance,job_country,salary_rate,salary_year_avg,salary_hour_avg,company_name,job_skills,job_type_skills
Data Scientist,Data Scientist,"Ho Chi Minh City, Vietnam",via TopDev,Full-time,FALSE,Vietnam,03/09/2023 23:34,FALSE,FALSE,Vietnam,,,,DatVietVAC Group Holdings,"['c++', 'aws', 'hadoop', 'spark', 'tensorflow', 'keras', 'pytorch']","{'cloud': ['aws'], 'libraries': ['hadoop', 'spark', 'tensorflow', 'keras', 'pytorch'], 'programming': ['c++']}"
Data Analyst,Data Analyst,"Hanoi, Vietnam",via TopCV,Full-time,FALSE,Vietnam,26/11/2023 23:47,TRUE,FALSE,Vietnam,,,,VNDIRECT,"['sql', 'sql server', 'oracle', 'excel', 'power bi', 'tableau']","{'analyst_tools': ['excel', 'power bi', 'tableau'], 'cloud': ['oracle'], 'databases': ['sql server'], 'programming': ['sql']}"
Data Scientist,Data Scientist Intern - H‡ Nôi - TA107 - Ng‚n H‡ng TMCP Viát Nam...,"Hanoi, Vietnam",via CareerLink,Full-time and Internship,FALSE,Vietnam,29/11/2023 23:30,FALSE,FALSE,Vietnam,,,,Ng‚n H‡ng TMCP Viát Nam Thãnh V??ng (VPBank),,
Data Analyst,CTV Data Architect (Remote),"Hanoi, Vietnam",via TopDev,Contractor,FALSE,Vietnam,28/11/2023 00:16,FALSE,FALSE,Vietnam,,,,GEM Vietnam,,
Data Engineer,Big Data Engineer (Spark/ Hadoop/ Scala),"Ho Chi Minh City, Vietnam",via WhatJobs,Full-time,FALSE,Vietnam,16/06/2023 23:53,TRUE,FALSE,Vietnam,,,,Trusting Social,"['scala', 'python', 'nosql', 'aws', 'gcp', 'hadoop', 'spark', 'kafka', 'airflow', 'yarn']","{'cloud': ['aws', 'gcp'], 'libraries': ['hadoop', 'spark', 'kafka', 'airflow'], 'other': ['yarn'], 'programming': ['scala', 'python', 'nosql']}"
Data Scientist,Data optimization Lead,"Ho Chi Minh City, Vietnam",via Karkidi,Full-time,FALSE,Vietnam,10/01/2023 23:41,FALSE,FALSE,Vietnam,,,,Shopee,"['sql', 'excel']","{'analyst_tools': ['excel'], 'programming': ['sql']}"
Data Engineer,Data Analytics Engineer,"Hanoi, Ho√†n Ki·∫øm, Hanoi, Vietnam",via Joboko,Full-time,FALSE,Vietnam,27/03/2023 23:30,FALSE,FALSE,Vietnam,,,,CîNG TY Cî PH?N B?O HIÇM CîNG NGHÜ MEDICI,['sql'],{'programming': ['sql']}
Data Engineer,K? S? D? Liáu/ Data Engineer,"Hanoi, Vietnam",via Vi·ªác L√†m Sinh Vi√™n,Full-time,FALSE,Vietnam,21/01/2023 00:13,TRUE,FALSE,Vietnam,,,,T?P ?OÄN CîNG NGHIÜP - VIÑN THîNG QUÇN ?òI,,
Data Engineer,Data Engineer,"Hanoi, Ho√†n Ki·∫øm, Hanoi, Vietnam",via Whatjobs? Jobs In The Vietnam,Full-time,FALSE,Vietnam,04/01/2023 23:53,FALSE,FALSE,Vietnam,,,,Adecco,['sql'],{'programming': ['sql']}
Data Engineer,[HCM] Chuói C?a H‡ng Tián L?i 7-Eleven TuyÉn D?ng Data Engineer...,"Ho Chi Minh City, Vietnam",via YBOX,Internship,FALSE,Vietnam,28/11/2023 00:16,FALSE,FALSE,Vietnam,,,,7 ELEVEN,"['sql', 'python', 'r', 'airflow', 'react', 'docker', 'kubernetes', 'jira', 'google chat']","{'async': ['jira'], 'libraries': ['airflow', 'react'], 'other': ['docker', 'kubernetes'], 'programming': ['sql', 'python', 'r'], 'sync': ['google chat']}"
Data Scientist,Dispute Analyst,Vietnam,via Laimoon.com,Contractor,FALSE,Vietnam,21/01/2023 23:33,TRUE,FALSE,Vietnam,,,,Humanity,,
Data Engineer,Data Engineer,"Hanoi, Ho√†n Ki·∫øm, Hanoi, Vietnam",via CareerBuilder,Full-time,FALSE,Vietnam,24/01/2023 18:24,TRUE,FALSE,Vietnam,,,,CÙng ty T‡i chÌnh TNHH MB SHINSEI (MCREDIT),,
Data Analyst,Data Analyst,"Ho Chi Minh City, Vietnam",via Ai-Jobs.net,Full-time,FALSE,Vietnam,09/05/2023 18:47,FALSE,FALSE,Vietnam,year,53014,,GeoComply,"['sql', 'macos', 'windows', 'power bi', 'tableau']","{'analyst_tools': ['power bi', 'tableau'], 'os': ['macos', 'windows'], 'programming': ['sql']}"
Data Engineer,[Hì ChÌ Minh] data engineer,"Ho Chi Minh City, Vietnam",via Indeed,Full-time,FALSE,Vietnam,01/12/2023 18:35,TRUE,FALSE,Vietnam,,,,LÍ Vi,"['python', 'sql']","{'programming': ['python', 'sql']}"
Data Analyst,Data Analyst,"Hanoi, Ho√†n Ki·∫øm, Hanoi, Vietnam",via CareerBuilder,Full-time,FALSE,Vietnam,23/04/2023 18:08,TRUE,FALSE,Vietnam,,,,CÙng Ty CP Ch?ng Kho·n VNDIRECT,,
Data Engineer,Data Engineer (Operations),"Ho Chi Minh City, Vietnam",via CareerBuilder,Full-time,FALSE,Vietnam,19/02/2023 18:14,TRUE,FALSE,Vietnam,,,,Yes4All Trading Services Company Limited,,
Data Engineer,K? S? Ph‚n TÌch D? Liáu Data Data Engineer,"Hanoi, Ho√†n Ki·∫øm, Hanoi, Vietnam",via CareerBuilder,Full-time,FALSE,Vietnam,26/04/2023 18:18,TRUE,FALSE,Vietnam,,,,CîNG TY CP ??U T? LIäN DOANH VIÜT ANH,,
Data Analyst,Head of Data Analytics,Vietnam,via LinkedIn Vietnam,Full-time,FALSE,Vietnam,12/04/2023 18:28,FALSE,FALSE,Vietnam,,,,Confidential Jobs,,
Data Engineer,Data Engineer,"Hanoi, Ho√†n Ki·∫øm, Hanoi, Vietnam",via CareerBuilder,Full-time,FALSE,Vietnam,23/04/2023 18:08,TRUE,FALSE,Vietnam,,,,CÙng Ty CP Ch?ng Kho·n VNDIRECT,['sql'],{'programming': ['sql']}
Data Engineer,ChuyÍn gia K? s? D? liáu (Data Engineer Expert),"Hanoi, Ho√†n Ki·∫øm, Hanoi, Vietnam",via Vietnamnet,Full-time,FALSE,Vietnam,08/03/2023 18:20,TRUE,FALSE,Vietnam,,,,CÙng Ty T‡i ChÌnh TNHH MB SHINSEI (MCREDIT),,
Data Engineer,[Fresher Äì MB Young Talent 2023] Data Engineer,"Hanoi, Ho√†n Ki·∫øm, Hanoi, Vietnam",via CareerBuilder,Full-time,FALSE,Vietnam,29/05/2023 18:12,TRUE,FALSE,Vietnam,,,,Ng‚n H‡ng TMCP Qu‚n ?ôi,"['python', 'spark', 'tableau']","{'analyst_tools': ['tableau'], 'libraries': ['spark'], 'programming': ['python']}"
Data Scientist,[Fresher Äì MB Young Talent 2023] Data Scientist & Data Architect ...,"Hanoi, Ho√†n Ki·∫øm, Hanoi, Vietnam",via CareerBuilder,Full-time,FALSE,Vietnam,29/05/2023 18:12,FALSE,FALSE,Vietnam,,,,Ng‚n H‡ng TMCP Qu‚n ?ôi,,
Data Engineer,Data Engineer,"Ho Chi Minh City, Vietnam",via CareerBuilder,Full-time,FALSE,Vietnam,23/04/2023 18:08,TRUE,FALSE,Vietnam,,,,Yes4All Trading Services Company Limited,,
Data Engineer,Data Engineer (Upto 35M),"Hanoi, Ho√†n Ki·∫øm, Hanoi, Vietnam",via Vietnamnet,Full-time,FALSE,Vietnam,27/04/2023 18:12,TRUE,FALSE,Vietnam,,,,CÙng ty CP CÙng Nghá V‡ Truy?n ThÙng SAMO,,
Data Engineer,Middle Data Engineer,"Hanoi, Ho√†n Ki·∫øm, Hanoi, Vietnam",via CareerBuilder,Full-time,FALSE,Vietnam,20/06/2023 18:17,TRUE,FALSE,Vietnam,,,,CîNG TY TNHH FASTECH ASIA (Coolmate),,
Data Engineer,Data Engineer,"Ho Chi Minh City, Vietnam",via SmartRecruiters Job Search,Full-time,FALSE,Vietnam,07/07/2023 18:23,FALSE,FALSE,Vietnam,,,,KMS Technology,"['snowflake', 'redshift', 'databricks']","{'cloud': ['snowflake', 'redshift', 'databricks']}"
Data Engineer,Database Administrator (FPT Play - HCM),"Ho Chi Minh City, Vietnam",via CareerBuilder,Full-time,FALSE,Vietnam,26/02/2023 18:12,TRUE,FALSE,Vietnam,,,,Truy?n HÏnh FPT,,
Data Analyst,ChuyÍn viÍn cao c?p (Data Architect) - Khëi D? Liáu,"Hanoi, Ho√†n Ki·∫øm, Hanoi, Vietnam",via Vietnamnet,Full-time,FALSE,Vietnam,26/07/2023 18:18,TRUE,FALSE,Vietnam,,,,Ng‚n H‡ng TMCP Qu‚n ?ôi,,
Data Scientist,DATA LEAD,"Hanoi, Ho√†n Ki·∫øm, Hanoi, Vietnam",via CareerBuilder,Full-time,FALSE,Vietnam,25/04/2023 18:10,FALSE,FALSE,Vietnam,,,,CîNG TY TNHH CLOUD ACE,,
Data Scientist,"ZaloPay, Data Scientist","Ho Chi Minh City, Vietnam",via CareerBuilder,Full-time,FALSE,Vietnam,25/04/2023 18:10,FALSE,FALSE,Vietnam,,,,CÙng Ty Cï Ph?n VNG,,
Data Analyst,ChuyÍn viÍn Data Analyst (Ng‡nh h‡ng),"Da Nang, H·∫£i Ch√¢u District, Da Nang, Vietnam",via Vietnamnet,Full-time,FALSE,Vietnam,29/01/2023 18:21,TRUE,FALSE,Vietnam,,,,CÙng ty Cï ph?n Th?i Trang YODY,,
Data Engineer,"ZaloPay, Data Engineer","Ho Chi Minh City, Vietnam",via Vietnamnet,Full-time,FALSE,Vietnam,27/04/2023 18:12,TRUE,FALSE,Vietnam,,,,CÙng Ty Cï Ph?n VNG,,
Data Engineer,Data Engineer (Big Data Database/Python/Scala),"Hanoi, Ho√†n Ki·∫øm, Hanoi, Vietnam",via Vietnamnet,Full-time,FALSE,Vietnam,28/05/2023 18:13,TRUE,FALSE,Vietnam,,,,CÙng ty Cï ph?n CÙng nghá - ViÖn thÙng Elcom,,
Data Scientist,Data Scientist Expert - H‡ Nôi - TA139,"Hanoi, Ho√†n Ki·∫øm, Hanoi, Vietnam",via CareerBuilder,Full-time,FALSE,Vietnam,30/05/2023 18:16,FALSE,FALSE,Vietnam,,,,Ng‚n H‡ng TMCP Viát Nam Thãnh V??ng - VPBANK,,
Data Scientist,Data Scientist (40000031),"Ho Chi Minh City, Vietnam",via Techcombank,Full-time,FALSE,Vietnam,09/02/2023 02:16,FALSE,FALSE,Vietnam,,,,Techcombank,"['c', 'c++', 'r', 'python', 'scala', 'sql', 'java', 'tableau']","{'analyst_tools': ['tableau'], 'programming': ['c', 'c++', 'r', 'python', 'scala', 'sql', 'java']}"
Data Analyst,Research Engineer - Credit Insight,"Ho Chi Minh City, Vietnam",via Ai-Jobs.net,Full-time,FALSE,Vietnam,07/04/2023 18:27,FALSE,FALSE,Vietnam,year,200000,,Trusting Social,['sql'],{'programming': ['sql']}
Data Scientist,Data Scientist Intern,"Ho Chi Minh City, Vietnam",via LinkedIn,Full-time and Internship,FALSE,Vietnam,16/12/2023 18:23,FALSE,FALSE,Vietnam,,,,DaseTech,"['python', 'r', 'sql', 'azure']","{'cloud': ['azure'], 'programming': ['python', 'r', 'sql']}"
Data Engineer,Data Engineer,"Ho Chi Minh City, Vietnam",via CareerBuilder,Full-time,FALSE,Vietnam,20/06/2023 18:17,TRUE,FALSE,Vietnam,,,,Yes4All Trading Services Company Limited,,
Data Engineer,Data Engineer (Operations),"Ho Chi Minh City, Vietnam",via CareerBuilder,Full-time,FALSE,Vietnam,04/05/2023 18:26,TRUE,FALSE,Vietnam,,,,Yes4All Trading Services Company Limited,,
Data Analyst,Head of Data Analytics,"Ho Chi Minh City, Vietnam",via LinkedIn Vietnam,Full-time,FALSE,Vietnam,06/04/2023 18:11,FALSE,FALSE,Vietnam,,,,Robert Walters,"['nosql', 'mongodb', 'mongodb', 'sql', 'python', 'elasticsearch', 'hadoop', 'spark']","{'databases': ['mongodb', 'elasticsearch'], 'libraries': ['hadoop', 'spark'], 'programming': ['nosql', 'mongodb', 'sql', 'python']}"
Data Scientist,Data Scientist,"Ho Chi Minh City, Vietnam",via Indeed,Full-time,FALSE,Vietnam,31/08/2023 18:52,FALSE,FALSE,Vietnam,,,,Unilever,['databricks'],{'cloud': ['databricks']}
Data Engineer,[URGENT] Business Intelligence Specialist/ Data Engineer,"Ho Chi Minh City, Vietnam",via VietNamNet,Full-time,FALSE,Vietnam,13/04/2023 18:15,TRUE,FALSE,Vietnam,,,,Coca-Cola,,
Data Analyst,K? S? Ph‚n TÌch D? Liáu Data Analist,"Hanoi, Ho√†n Ki·∫øm, Hanoi, Vietnam",via Vietnamnet,Full-time,FALSE,Vietnam,02/04/2023 18:05,TRUE,FALSE,Vietnam,,,,CîNG TY CP ??U T? LIäN DOANH VIÜT ANH,,
Data Analyst,Data Analyst,"Hanoi, Ho√†n Ki·∫øm, Hanoi, Vietnam",via Vietnamnet,Full-time,FALSE,Vietnam,18/01/2023 18:25,TRUE,FALSE,Vietnam,,,,CÙng ty CP CÙng Nghá V‡ Truy?n ThÙng SAMO,,
Data Engineer,Big Data Engineer (Spark/ Hadoop/ Scala),"Ho Chi Minh City, Vietnam",via AI Careers,Full-time,FALSE,Vietnam,10/06/2023 18:27,TRUE,FALSE,Vietnam,,,,Trusting Social,"['scala', 'hadoop']","{'libraries': ['hadoop'], 'programming': ['scala']}"
Data Engineer,Data Entry Intern,"Ho Chi Minh City, Vietnam",via CareerBuilder,Internship,FALSE,Vietnam,22/01/2023 18:20,FALSE,FALSE,Vietnam,,,,CîNG TY TNHH HOÄNG AN NHIäN,,
Data Engineer,Presales Consultant Äì Data Engineer,"Ho Chi Minh City, Vietnam",via JobsGO,Full-time,FALSE,Vietnam,25/12/2023 16:31,TRUE,FALSE,Vietnam,,,,CÙng Ty CP ??u T? Th??ng M?i V‡ Ph·t TriÉn CÙng Nghá FSI,"['sql', 'cassandra', 'hadoop', 'spark', 'kafka']","{'databases': ['cassandra'], 'libraries': ['hadoop', 'spark', 'kafka'], 'programming': ['sql']}"
Data Engineer,Staff Oracle Dba  Data Analysis Engineer,"Ho Chi Minh City, Vietnam",via JobsGO,Full-time,FALSE,Vietnam,16/02/2023 16:15,FALSE,FALSE,Vietnam,,,,"Renesas Design Vietnam Co., Ltd","['sql', 'oracle']","{'cloud': ['oracle'], 'programming': ['sql']}"
Data Engineer,Data Engineer,"Hanoi, Vietnam",via JOBSGO,Full-time,FALSE,Vietnam,11/01/2023 16:26,TRUE,FALSE,Vietnam,,,,CÙng Ty Cï Ph?n Ch?ng kho·n DNSE,"['sql', 'nosql', 'elasticsearch', 'kafka', 'hadoop', 'spark', 'powerpoint', 'kubernetes', 'docker']","{'analyst_tools': ['powerpoint'], 'databases': ['elasticsearch'], 'libraries': ['kafka', 'hadoop', 'spark'], 'other': ['kubernetes', 'docker'], 'programming': ['sql', 'nosql']}"
Data Engineer,Data Engineer,Vietnam,via BeBee,Full-time,FALSE,Vietnam,17/10/2023 16:30,FALSE,FALSE,Vietnam,,,,Manpower Vietnam,['power bi'],{'analyst_tools': ['power bi']}
Data Engineer,Data Engineer Lead (up to 60M.month),Vietnam,via LinkedIn,Full-time,FALSE,Vietnam,29/11/2023 16:30,FALSE,FALSE,Vietnam,,,,Recruitdev.net,"['tensorflow', 'pytorch', 'keras', 'scikit-learn', 'kafka']","{'libraries': ['tensorflow', 'pytorch', 'keras', 'scikit-learn', 'kafka']}"
Data Analyst,Data Analytics Manager,"Ho Chi Minh City, Vietnam",via JobsGO,Full-time,FALSE,Vietnam,09/02/2023 16:31,FALSE,FALSE,Vietnam,,,,CÙng ty TNHH Onpoint,"['sql', 'nosql', 'python', 'r', 'bigquery', 'power bi', 'qlik']","{'analyst_tools': ['power bi', 'qlik'], 'cloud': ['bigquery'], 'programming': ['sql', 'nosql', 'python', 'r']}"
Data Analyst,Data Scientist Analyst,"Ho Chi Minh City, Vietnam",via LinkedIn,Full-time,FALSE,Vietnam,27/10/2023 16:25,FALSE,FALSE,Vietnam,,,,"NodeFlair - Tech Salaries, Jobs & more","['r', 'python']","{'programming': ['r', 'python']}"
Data Engineer,Data Engineer,"Hanoi, Vietnam",via Jobs.vn.indeed.com,Full-time,FALSE,Vietnam,20/12/2023 16:26,FALSE,FALSE,Vietnam,,,,LittleLives Inc Pte Ltd,"['sql', 'nosql', 'aws', 'databricks', 'azure', 'airflow', 'spark']","{'cloud': ['aws', 'databricks', 'azure'], 'libraries': ['airflow', 'spark'], 'programming': ['sql', 'nosql']}"
Data Engineer,BD Data Engineer (Azure),Vietnam,via Ai-Jobs.net,Full-time,FALSE,Vietnam,11/05/2023 16:24,FALSE,FALSE,Vietnam,year,96773,,Bosch Group,"['java', 'sql', 'azure', 'databricks', 'kafka', 'spark', 'sap', 'power bi', 'tableau']","{'analyst_tools': ['sap', 'power bi', 'tableau'], 'cloud': ['azure', 'databricks'], 'libraries': ['kafka', 'spark'], 'programming': ['java', 'sql']}"
Data Engineer,Data Engineer (GCP Cloud) - Upto 1 tâ/ nÉm,Vietnam,via LinkedIn Vietnam,Full-time,FALSE,Vietnam,27/06/2023 16:43,FALSE,FALSE,Vietnam,,,,HCLTech Vietnam,"['python', 'java', 'sql', 'nosql', 'gcp', 'airflow', 'flow', 'terraform']","{'cloud': ['gcp'], 'libraries': ['airflow'], 'other': ['flow', 'terraform'], 'programming': ['python', 'java', 'sql', 'nosql']}"
Data Analyst,HR Data Analyst Internship - F/M/X,Vietnam,via Vn.linkedin.com,Full-time,FALSE,Vietnam,12/05/2023 16:52,FALSE,FALSE,Vietnam,,,,Mantu,"['sql', 'excel', 'power bi']","{'analyst_tools': ['excel', 'power bi'], 'programming': ['sql']}"
Data Engineer,Data Engineer,"Hanoi, Ho√†n Ki·∫øm, Hanoi, Vietnam",via CareerBuilder,Full-time,FALSE,Vietnam,03/04/2023 16:17,TRUE,FALSE,Vietnam,,,,CÙng Ty CP Ch?ng Kho·n VNDIRECT,"['sql', 'aws']","{'cloud': ['aws'], 'programming': ['sql']}"
Data Engineer,Data Engineer (Remote),Vietnam,via LinkedIn Vietnam,Full-time,FALSE,Vietnam,25/01/2023 17:03,FALSE,FALSE,Vietnam,,,,MonetizeMore,"['sql', 'python', 'elasticsearch', 'aws', 'airflow', 'pandas', 'spark', 'flask', 'kubernetes', 'git']","{'cloud': ['aws'], 'databases': ['elasticsearch'], 'libraries': ['airflow', 'pandas', 'spark'], 'other': ['kubernetes', 'git'], 'programming': ['sql', 'python'], 'webframeworks': ['flask']}"
Data Analyst,Data Analyst,"Hanoi, Vietnam",via JobsGO,Full-time,FALSE,Vietnam,22/02/2023 16:38,FALSE,FALSE,Vietnam,,,,CÙng Ty Cï Ph?n B?o HiÉm CÙng Nghá Medici,,
Data Engineer,Data Engineer Hybrid,"Ho Chi Minh City, Vietnam",via JobsGO,Full-time,FALSE,Vietnam,09/02/2023 16:31,TRUE,FALSE,Vietnam,,,,CÙng ty TNHH Knorex Viát nam,"['python', 'scala', 'mongodb', 'mongodb', 'spark']","{'databases': ['mongodb'], 'libraries': ['spark'], 'programming': ['python', 'scala', 'mongodb']}"
Data Engineer,"Data Engineer Sql, Python","Ho Chi Minh City, Vietnam",via JobsGO,Full-time,FALSE,Vietnam,09/02/2023 16:31,FALSE,FALSE,Vietnam,,,,CÙng Ty Cï Ph?n Dayone,"['java', 'sql']","{'programming': ['java', 'sql']}"
Data Engineer,Data Engineer,Anywhere,via LinkedIn Vietnam,Full-time,TRUE,Vietnam,16/07/2023 16:18,FALSE,FALSE,Vietnam,,,,IT Jobs & Vietnamese Developers,"['python', 'java', 'scala', 'go', 'sql', 'mongo']","{'programming': ['python', 'java', 'scala', 'go', 'sql', 'mongo']}"
Data Engineer,[EA]-Big data engineer,Vietnam,via Ai-Jobs.net,Full-time,FALSE,Vietnam,26/06/2023 16:41,FALSE,FALSE,Vietnam,year,45000,,Bosch Group,"['java', 'hadoop', 'spark', 'unix', 'sap', 'yarn']","{'analyst_tools': ['sap'], 'libraries': ['hadoop', 'spark'], 'os': ['unix'], 'other': ['yarn'], 'programming': ['java']}"
Data Scientist,Data Scientist,"Hanoi, Vietnam",via Indeed,Full-time,FALSE,Vietnam,25/09/2023 16:33,FALSE,FALSE,Vietnam,,,,finhay,"['python', 'flutter']","{'libraries': ['flutter'], 'programming': ['python']}"
Data Analyst,HCMC - Data Analyst (Junior/Middle),Vietnam,via LinkedIn,Full-time,FALSE,Vietnam,12/09/2023 16:14,FALSE,FALSE,Vietnam,,,,Amaris Consulting,"['sql', 'oracle', 'tableau', 'power bi']","{'analyst_tools': ['tableau', 'power bi'], 'cloud': ['oracle'], 'programming': ['sql']}"
Data Engineer,[HCMC/Hanoi] Lead Data Engineer (GCP/AZURE/AWS),"Ho Chi Minh City, Vietnam",via Indeed,Full-time,FALSE,Vietnam,04/12/2023 16:31,FALSE,FALSE,Vietnam,,,,Aloha Consulting Group,"['python', 'aws', 'azure', 'databricks', 'airflow', 'terraform', 'docker', 'kubernetes']","{'cloud': ['aws', 'azure', 'databricks'], 'libraries': ['airflow'], 'other': ['terraform', 'docker', 'kubernetes'], 'programming': ['python']}"
Data Engineer,Data Engineer,"Ho Chi Minh City, Vietnam",via LinkedIn,Full-time,FALSE,Vietnam,24/11/2023 16:30,TRUE,FALSE,Vietnam,,,,"NodeFlair - Tech Salaries, Jobs & more","['python', 'java', 'scala', 'sql']","{'programming': ['python', 'java', 'scala', 'sql']}"
Data Engineer,Data Engineer,"Ho Chi Minh City, Vietnam",via BeBee,Full-time,FALSE,Vietnam,22/04/2023 16:08,FALSE,FALSE,Vietnam,,,,Manpower Vietnam,"['sql', 'azure']","{'cloud': ['azure'], 'programming': ['sql']}"
Data Engineer,Data Engineer (Talend) - Bollore Group,Vietnam,via LinkedIn,Full-time,FALSE,Vietnam,12/09/2023 16:14,TRUE,FALSE,Vietnam,,,,Ekino Vietnam (Havas),"['java', 'sql', 'azure', 'aws', 'xamarin', 'asp.net', 'flow']","{'cloud': ['azure', 'aws'], 'libraries': ['xamarin'], 'other': ['flow'], 'programming': ['java', 'sql'], 'webframeworks': ['asp.net']}"
Data Engineer,Data Engineer (Junior/Middle) Hcmc,"Ho Chi Minh City, Vietnam",via JobsGO,Full-time,FALSE,Vietnam,09/02/2023 16:31,TRUE,FALSE,Vietnam,,,,CÙng Ty Cï Ph?n ??u T? Globaltech,"['nosql', 'java', 'python', 'spark', 'kafka']","{'libraries': ['spark', 'kafka'], 'programming': ['nosql', 'java', 'python']}"
Data Engineer,Data Engineer (AWS Big Data),"Ho Chi Minh City, Vietnam",via Indeed,Full-time,FALSE,Vietnam,28/11/2023 16:32,FALSE,FALSE,Vietnam,,,,TechX Corporation,"['sql', 'aws', 'redshift', 'tableau']","{'analyst_tools': ['tableau'], 'cloud': ['aws', 'redshift'], 'programming': ['sql']}"
Data Analyst,"Senior Operations & Analyst Manager, Surveillance Operations",Vietnam,via Indeed,Full-time,FALSE,Vietnam,09/08/2023 16:10,FALSE,FALSE,Vietnam,,,,Hoiana Resort & Golf,,
Data Engineer,[?‡ N?ng] Data Engineer,"Da Nang, H·∫£i Ch√¢u District, Da Nang, Vietnam",via CareerLink,Full-time,FALSE,Vietnam,09/02/2023 00:16,FALSE,FALSE,Vietnam,,,,EVIZI LLC,"['sql', 'c#', 'sql server', 'mysql', 'ssis']","{'analyst_tools': ['ssis'], 'databases': ['sql server', 'mysql'], 'programming': ['sql', 'c#']}"
Data Engineer,Data Engineer,"Ho Chi Minh City, Vietnam",via LinkedIn Vietnam,Full-time,FALSE,Vietnam,13/06/2023 16:14,FALSE,FALSE,Vietnam,,,,"KMS Technology, Inc.","['snowflake', 'redshift', 'databricks']","{'cloud': ['snowflake', 'redshift', 'databricks']}"
Data Engineer,Data Engineer - Hanoi - MX109,Vietnam,via Ai-Jobs.net,Full-time,FALSE,Vietnam,25/07/2023 16:18,TRUE,FALSE,Vietnam,year,96773,,MindX Jobs,"['python', 'sql', 'nosql', 'mongodb', 'mongodb', 'airflow', 'flow']","{'databases': ['mongodb'], 'libraries': ['airflow'], 'other': ['flow'], 'programming': ['python', 'sql', 'nosql', 'mongodb']}"
Data Engineer,[HCMC/Hanoi] Data Analytics Engineering Lead,"Ho Chi Minh City, Vietnam",via Jobs.vn.indeed.com,Full-time,FALSE,Vietnam,04/12/2023 16:30,FALSE,FALSE,Vietnam,,,,Aloha Consulting Group,"['sql', 'python', 'oracle', 'gcp', 'power bi', 'tableau', 'looker', 'ssis', 'git', 'github', 'terraform']","{'analyst_tools': ['power bi', 'tableau', 'looker', 'ssis'], 'cloud': ['oracle', 'gcp'], 'other': ['git', 'github', 'terraform'], 'programming': ['sql', 'python']}"
Data Engineer,K? S? D? Liáu (Data Engineer),Vietnam,via Glints,Full-time,FALSE,Vietnam,22/11/2023 16:59,FALSE,FALSE,Vietnam,,,,iCOMM,"['python', 'html', 'sql', 'mongodb', 'mongodb', 'sql server', 'mysql', 'selenium', 'kafka', 'docker', 'git']","{'databases': ['mongodb', 'sql server', 'mysql'], 'libraries': ['selenium', 'kafka'], 'other': ['docker', 'git'], 'programming': ['python', 'html', 'sql', 'mongodb']}"
Data Scientist,Data Scientist (AI Engineer),Vietnam,via LinkedIn,Full-time,FALSE,Vietnam,03/10/2023 16:12,FALSE,FALSE,Vietnam,,,,PERSOLKELLY Vietnam,"['python', 'pytorch', 'tensorflow']","{'libraries': ['pytorch', 'tensorflow'], 'programming': ['python']}"
Data Analyst,Data Analyst,"Hanoi, Ho√†n Ki·∫øm, Hanoi, Vietnam",via CareerBuilder,Full-time,FALSE,Vietnam,26/04/2023 16:18,TRUE,FALSE,Vietnam,,,,UrBox - CÙng ty Cï ph?n Ti?p Thã Së TÙ Qu‡,,
Data Analyst,Data Analyst,Anywhere,via LinkedIn Vietnam,Full-time,TRUE,Vietnam,16/04/2023 16:28,FALSE,FALSE,Vietnam,,,,Mentor Talent Acquisition,"['sql', 'r', 'python', 'excel', 'tableau', 'power bi']","{'analyst_tools': ['excel', 'tableau', 'power bi'], 'programming': ['sql', 'r', 'python']}"
Data Engineer,Data Engineer | 1-2 jaar ervaring.,Vietnam,via LinkedIn Vietnam,Full-time,FALSE,Vietnam,16/06/2023 16:53,FALSE,FALSE,Vietnam,,,,True Legends IT Professionals,"['python', 'sql', 'snowflake', 'aws', 'pyspark', 'airflow', 'git']","{'cloud': ['snowflake', 'aws'], 'libraries': ['pyspark', 'airflow'], 'other': ['git'], 'programming': ['python', 'sql']}"
Data Analyst,MIS Data Analyst,"Da Nang, H·∫£i Ch√¢u District, Da Nang, Vietnam",via WhatJobs,Full-time,FALSE,Vietnam,09/02/2023 00:16,FALSE,FALSE,Vietnam,,,,Gear Inc,"['spreadsheet', 'excel']","{'analyst_tools': ['spreadsheet', 'excel']}"
Data Analyst,Data Analyst BPO-Japanese,Vietnam,via Indeed,Full-time,FALSE,Vietnam,15/12/2023 16:45,TRUE,FALSE,Vietnam,,,,cÙng ty tnhh jka viát nam,['excel'],{'analyst_tools': ['excel']}
Data Scientist,Data Scientist,"Hanoi, Vietnam",via Indeed,Full-time,FALSE,Vietnam,31/10/2023 16:45,FALSE,FALSE,Vietnam,,,,cÙng ty cï ph?n dãch v? di ëông thÉ há mõi,"['java', 'golang', 'python']","{'programming': ['java', 'golang', 'python']}"
Data Engineer,Data Engineer,Vietnam,via Vn.linkedin.com,Full-time,FALSE,Vietnam,18/07/2023 16:46,FALSE,FALSE,Vietnam,,,,Vietcombank,"['sql', 'python', 'aws', 'kafka']","{'cloud': ['aws'], 'libraries': ['kafka'], 'programming': ['sql', 'python']}"
